entry_date,exit_date,strike,expiration,entry_spot,exit_spot,entry_dte,exit_dte,entry_premium,exit_price,gross_pnl,txn_cost,net_pnl,signal_type,pnl_pct,exit_reason,iv_rank,iv_percentile,avg_iv,hold_days,spot_move,spot_move_pct,is_winner
2022-02-23,2022-03-09,396.0,2022-03-09,400.31011962890625,405.4900817871094,14,0,30.790000000000003,9.679883422851562,21.11011657714844,4.15395,16.956166577148437,unknown,0.5507036887674062,time_stop,77.96143250688704,,0.3347,14,5.179962158203125,0.012939873123879633,True
2022-02-25,2022-03-11,411.0,2022-03-11,415.2997741699219,398.52655029296875,14,0,30.685,12.722918701171876,17.962081298828124,4.153425,13.808656298828124,unknown,0.45001324095903944,time_stop,66.00550964187327,,0.313,14,-16.773223876953125,-0.04038823259771454,True
2022-02-28,2022-03-14,410.0,2022-03-14,414.2371826171875,395.61395263671875,14,0,31.549999999999997,14.673768310546876,16.87623168945312,4.15775,12.718481689453121,unknown,0.4031214481601624,time_stop,78.78787878787877,,0.3362,14,-18.62322998046875,-0.0449578907011812,True
2022-03-02,2022-03-16,412.0,2022-03-16,415.4326171875,413.279052734375,14,0,31.415000000000003,3.1415000000000006,28.273500000000002,4.157075,24.116425000000003,unknown,0.7676722903071781,time_stop,84.38016528925621,,0.34635000000000005,14,-2.153564453125,-0.005183907964917972,True
2022-03-04,2022-03-18,406.0,2022-03-18,410.0059814453125,423.03265380859375,14,0,32.06,17.373306884765626,14.686693115234377,4.160299999999999,10.526393115234377,unknown,0.3283341583042538,time_stop,100.0,,0.37475,14,13.02667236328125,0.031771908100854805,True
2022-03-07,2022-03-21,394.0,2022-03-21,397.9193115234375,422.9089660644531,14,0,32.14,29.48714538574219,2.652854614257812,4.1607,-1.507845385742188,unknown,-0.046914915548916865,time_stop,100.0,,0.3986,14,24.989654541015625,0.06280080864972981,False
2022-03-09,2022-03-23,402.0,2022-03-23,405.4900817871094,422.3475341796875,14,0,30.630000000000003,20.75448486328125,9.875515136718754,4.15315,5.722365136718754,unknown,0.18682223756835628,time_stop,81.03700097370985,,0.35965,14,16.857452392578125,0.04157303260854758,True
2022-03-11,2022-03-25,395.0,2022-03-25,398.52655029296875,430.80780029296875,14,0,29.494999999999997,36.523956298828125,-7.028956298828128,4.147475,-11.176431298828128,unknown,-0.378926302723449,time_stop,70.69133398247321,,0.3384,14,32.28125,0.08100150410623606,False
2022-03-14,2022-03-28,392.0,2022-03-28,395.61395263671875,433.8721008300781,14,0,30.125000000000004,42.70954284667969,-12.584542846679685,4.150625,-16.735167846679687,unknown,-0.5555242438731846,time_stop,75.2190847127556,,0.3477,14,38.258148193359375,0.09670576059912317,False
2022-03-16,2022-03-30,410.0,2022-03-30,413.279052734375,436.5272216796875,14,0,28.564999999999998,27.05776611328125,1.5072338867187476,4.142825,-2.6355911132812526,unknown,-0.09226644891584991,time_stop,53.359298928919166,,0.30279999999999996,14,23.2481689453125,0.056252957394031515,False
2022-03-18,2022-04-01,427.0,2022-04-01,423.03265380859375,431.0267028808594,14,0,22.845,4.107236938476563,18.737763061523438,4.114224999999999,14.623538061523439,unknown,0.6401198538640157,time_stop,63.51022395326192,,0.32365,14,7.994049072265625,0.018897002395192476,True
2022-04-22,2022-05-06,408.0,2022-05-06,405.4460144042969,391.4565734863281,14,0,24.365,16.874295043945313,7.490704956054685,4.121824999999999,3.368879956054686,unknown,0.13826718473444227,time_stop,60.72380106571937,,0.31015000000000004,14,-13.98944091796875,-0.034503831388064794,True
2022-04-25,2022-05-09,412.0,2022-05-09,407.796630859375,378.9231872558594,14,0,23.34,33.73834899902344,-10.398348999023437,4.1167,-14.515048999023437,unknown,-0.6218958440027179,time_stop,51.90941385435168,,0.2903,14,-28.873443603515625,-0.07080353641634762,False
2022-04-27,2022-05-11,400.0,2022-05-11,397.0998840332031,373.7651672363281,14,0,26.325,26.759529418945313,-0.4345294189453135,4.131625,-4.566154418945313,unknown,-0.17345315931416194,time_stop,72.09147424511545,,0.33575,14,-23.334716796875,-0.05876283961574738,False
2022-05-02,2022-05-16,398.0,2022-05-16,394.4447937011719,380.75042724609375,14,0,24.915000000000003,17.594564208984377,7.320435791015626,4.124575,3.195860791015626,unknown,0.12827055151577868,time_stop,71.6918294849023,,0.33485,14,-13.694366455078125,-0.0347180813988709,True
2022-05-06,2022-05-20,395.0,2022-05-20,391.4565734863281,370.7959289550781,14,0,23.28,24.688152465820313,-1.4081524658203115,4.1164000000000005,-5.524552465820312,unknown,-0.23730895471736735,time_stop,62.38898756660743,,0.31389999999999996,14,-20.66064453125,-0.05277889280858273,False
2022-05-09,2022-05-23,382.0,2022-05-23,378.9231872558594,377.73358154296875,14,0,26.115000000000002,4.351746826171875,21.763253173828126,4.130575,17.632678173828126,unknown,0.6751934969874832,time_stop,81.46092362344582,,0.35685,14,-1.189605712890625,-0.0031394376298417717,True
2022-05-11,2022-05-25,370.0,2022-05-25,373.7651672363281,378.161865234375,14,0,28.840000000000003,8.3251025390625,20.514897460937505,4.1442,16.370697460937507,unknown,0.5676386082155862,time_stop,77.17584369449378,,0.3472,14,4.396697998046875,0.011763263095265604,True
2022-05-13,2022-05-27,386.0,2022-05-27,382.3016052246094,395.18707275390625,14,0,22.619999999999997,9.370814208984376,13.249185791015622,4.1131,9.13608579101562,unknown,0.4038941552173131,time_stop,60.412966252220244,,0.30945,14,12.885467529296875,0.03370497887846016,True
2022-05-18,2022-06-01,376.0,2022-06-01,372.9181823730469,389.7911682128906,14,0,22.174999999999997,14.066991577148437,8.10800842285156,4.110875,3.99713342285156,unknown,0.18025404387154725,time_stop,60.25754884547069,,0.3091,14,16.87298583984375,0.04524581164821012,True
2022-05-20,2022-06-03,374.0,2022-06-03,370.7959289550781,390.6952209472656,14,0,22.035,17.029125366210938,5.0058746337890625,4.110175,0.8956996337890626,unknown,0.04064895093211085,time_stop,56.17229129662522,,0.2999,14,19.8992919921875,0.05366642521740927,True
2022-05-23,2022-06-06,374.0,2022-06-06,377.73358154296875,391.88482666015625,14,0,26.895,18.242523193359375,8.652476806640625,4.134475,4.5180018066406245,unknown,0.16798668178622883,time_stop,55.35079928952042,,0.29805,14,14.1512451171875,0.03746356111464169,True
2022-06-13,2022-06-27,360.0,2022-06-27,356.8731689453125,371.4037170410156,14,0,23.25,11.631791381835937,11.618208618164063,4.11625,7.501958618164063,unknown,0.3226648868027554,time_stop,79.37388987566607,,0.35214999999999996,14,14.530548095703125,0.04071628062890264,True
2022-06-10,2022-06-27,374.0,2022-06-24,370.957763671875,371.4037170410156,14,-3,21.675,2.6482086181640625,19.026791381835938,4.1083750000000006,14.918416381835938,unknown,0.6882775724030421,time_stop,54.1740674955595,,0.2954,17,0.445953369140625,0.0012021675048027468,True
2022-06-15,2022-06-29,364.0,2022-06-29,360.87017822265625,363.5185546875,14,0,20.905,2.0905,18.814500000000002,4.104525000000001,14.709975000000002,unknown,0.7036582157378618,time_stop,58.5923623445826,,0.30535,14,2.64837646484375,0.007338862074686888,True
2022-06-17,2022-07-01,351.0,2022-07-01,349.678955078125,364.37884521484375,14,0,21.889999999999997,13.646422119140626,8.243577880859371,4.10945,4.1341278808593716,unknown,0.18885919967379497,time_stop,63.16607460035522,,0.31565,14,14.69989013671875,0.04203824657802044,True
2022-09-21,2022-10-05,362.0,2022-10-05,362.18072509765625,361.892822265625,14,0,21.6,2.16,19.44,4.1080000000000005,15.332,unknown,0.7098148148148148,time_stop,55.03996447602132,,0.29735,14,-0.28790283203125,-0.0007949148369329196,True
2022-09-23,2022-10-07,354.0,2022-10-07,353.1211853027344,348.1691589355469,14,0,21.22,5.947457885742188,15.27254211425781,4.1061,11.16644211425781,unknown,0.5262225313033841,time_stop,62.211367673179396,,0.3135,14,-4.9520263671875,-0.014023588992379706,True
2022-09-26,2022-10-10,350.0,2022-10-10,349.6278991699219,345.5107727050781,14,0,21.580000000000002,4.579011840820312,17.00098815917969,4.1079,12.89308815917969,unknown,0.597455429063007,time_stop,68.49467140319715,,0.32765,14,-4.11712646484375,-0.011775737790429576,True
2022-09-28,2022-10-12,356.0,2022-10-12,355.59722900390625,342.1901550292969,14,0,21.695,14.086041870117187,7.608958129882813,4.108475,3.500483129882813,unknown,0.1613497639955203,time_stop,61.67850799289521,,0.3123,14,-13.407073974609375,-0.037702976516901084,True
2022-09-30,2022-10-14,343.0,2022-10-14,342.78521728515625,343.2171325683594,14,0,22.174999999999997,2.2175,19.957499999999996,4.110875,15.846624999999996,unknown,0.7146166854565952,time_stop,67.5177619893428,,0.32545,14,0.431915283203125,0.0012600172394360378,True
2022-10-03,2022-10-17,352.0,2022-10-17,351.8351745605469,352.0367126464844,14,0,21.23,2.123,19.107,4.1061499999999995,15.00085,unknown,0.7065873763542158,time_stop,56.949378330372994,,0.30165,14,0.2015380859375,0.0005728196056270593,True
2022-10-05,2022-10-19,362.0,2022-10-19,361.892822265625,353.6490478515625,14,0,21.4,8.51797119140625,12.882028808593748,4.107,8.77502880859375,unknown,0.41004807516793224,time_stop,51.77619893428065,,0.29000000000000004,14,-8.2437744140625,-0.022779601878955388,True
2022-10-10,2022-10-24,346.0,2022-10-24,345.5107727050781,363.6011047363281,14,0,20.990000000000002,17.95312683105469,3.036873168945313,4.1049500000000005,-1.0680768310546878,unknown,-0.05088503244662638,time_stop,60.523978685612775,,0.3097,14,18.09033203125,0.05235822862950669,False
2022-10-07,2022-10-24,348.0,2022-10-21,348.1691589355469,363.6011047363281,14,-3,21.18,15.913126831054688,5.266873168945311,4.1059,1.1609731689453113,unknown,0.05481459721177107,time_stop,61.85612788632325,,0.3127,17,15.43194580078125,0.04432312686155529,True
2022-10-12,2022-10-26,342.0,2022-10-26,342.1901550292969,366.6241455078125,14,0,22.049999999999997,25.11662841796875,-3.0666284179687544,4.110250000000001,-7.176878417968755,unknown,-0.32548201442035174,time_stop,69.91563055062166,,0.33085,14,24.433990478515625,0.07140471494986082,False
2022-10-14,2022-10-28,343.0,2022-10-28,343.2171325683594,373.342041015625,14,0,20.835,30.9488818359375,-10.113881835937498,4.104175,-14.218056835937498,unknown,-0.6824121351541875,time_stop,57.88188277087034,,0.30375,14,30.124908447265625,0.08777215817239419,False
2022-10-17,2022-10-31,352.0,2022-10-31,352.0367126464844,370.64532470703125,14,0,21.120000000000005,19.018231201171876,2.101768798828129,4.1056,-2.003831201171871,unknown,-0.09487837126760751,time_stop,53.86323268206037,,0.29469999999999996,14,18.608612060546875,0.052859862031587775,False
2022-10-19,2022-11-02,354.0,2022-11-02,353.6490478515625,359.7623291015625,14,0,21.05,5.87757568359375,15.17242431640625,4.10525,11.06717431640625,unknown,0.5257564995917459,time_stop,57.238010657193605,,0.3023,14,6.11328125,0.017286293536313814,True
2022-10-24,2022-11-07,364.0,2022-11-07,363.6011047363281,364.63763427734375,14,0,21.5,2.15,19.35,4.1075,15.242500000000001,unknown,0.708953488372093,time_stop,57.48223801065719,,0.30285,14,1.036529541015625,0.002850732650461233,True
2022-10-26,2022-11-09,367.0,2022-11-09,366.6241455078125,359.05206298828125,14,0,21.65,8.106895751953125,13.543104248046873,4.10825,9.434854248046873,unknown,0.43579003455181864,time_stop,53.73001776198934,,0.2944,14,-7.57208251953125,-0.020653529267809487,True
2022-10-28,2022-11-11,373.0,2022-11-11,373.342041015625,382.4496154785156,14,0,22.375,9.638607788085938,12.736392211914062,4.1118749999999995,8.624517211914062,unknown,0.3854532832140363,time_stop,53.974245115452945,,0.29495000000000005,14,9.107574462890625,0.02439471975380736,True
2022-12-12,2022-12-23,383.0,2022-12-23,382.871826171875,369.165771484375,11,0,19.919999999999998,14.1109130859375,5.809086914062497,4.099600000000001,1.7094869140624969,unknown,0.08581761616779604,time_stop,55.15097690941384,,0.2976,11,-13.7060546875,-0.03579802364812086,True
2023-03-10,2023-03-24,370.0,2023-03-24,372.0580749511719,383.0010070800781,14,0,21.119999999999997,13.261027221679688,7.858972778320309,4.1056,3.7533727783203092,unknown,0.17771651412501466,time_stop,51.82060390763766,,0.2901,14,10.94293212890625,0.029411892566348352,True
2023-03-13,2023-03-27,370.0,2023-03-27,371.52777099609375,383.7171936035156,14,0,21.849999999999998,13.991537475585938,7.85846252441406,4.109249999999999,3.7492125244140606,unknown,0.17158867388622703,time_stop,57.85968028419182,,0.30369999999999997,14,12.189422607421875,0.032808913785209434,True
2024-09-06,2024-09-19,530.0,2024-09-20,532.2369384765625,562.3966064453125,14,1,20.279999999999998,33.04453857421875,-12.76453857421875,4.1014,-16.865938574218752,unknown,-0.831653775849051,time_stop,59.687034277198215,,0.22255,13,30.15966796875,0.05666586775257822,False
2024-10-25,2024-11-07,567.5,2024-11-08,572.0848388671875,588.455810546875,14,1,21.015,21.3749267578125,-0.3599267578124987,4.105074999999999,-4.465001757812498,unknown,-0.21246736891803464,time_stop,50.94386487829111,,0.20495,13,16.3709716796875,0.028616335493358718,False
2024-10-30,2024-11-11,568.0,2024-11-12,573.0432739257812,591.5680541992188,13,1,21.095,24.039415283203127,-2.944415283203128,4.105475,-7.049890283203128,unknown,-0.334197216553834,time_stop,53.52707401887731,,0.21015,12,18.5247802734375,0.03232701807409535,False
2024-11-04,2024-11-14,558.0,2024-11-15,562.9656982421875,586.2229614257812,11,1,22.045,28.787420654296877,-6.742420654296875,4.110225,-10.852645654296875,unknown,-0.49229510792909387,time_stop,78.11989100817436,,0.24575,10,23.25726318359375,0.041312043089326005,False
2024-11-01,2024-11-14,560.0,2024-11-15,564.180908203125,586.2229614257812,14,1,22.53,26.747420654296874,-4.217420654296873,4.11265,-8.330070654296874,unknown,-0.3697323858986628,time_stop,61.1525086934923,,0.2255,13,22.04205322265625,0.03906912286851141,False
2024-10-31,2024-11-14,557.0,2024-11-15,561.809814453125,586.2229614257812,15,1,24.395,29.807420654296877,-5.412420654296877,4.121975,-9.534395654296876,unknown,-0.39083400919437905,time_stop,67.0640834575261,,0.2374,14,24.41314697265625,0.043454468655768165,False
2024-11-05,2024-11-18,565.0,2024-11-18,569.7730102539062,581.08544921875,13,0,21.345000000000002,16.407158203125,4.937841796875002,4.106725,0.8311167968750022,unknown,0.03893730601428916,time_stop,60.65395095367846,,0.2137,13,11.31243896484375,0.019854290675865152,True
2024-12-18,2024-12-30,575.0,2024-12-31,579.2379150390625,583.1105346679688,13,1,20.09,8.272745361328125,11.817254638671875,4.10045,7.716804638671874,unknown,0.3841117291524079,time_stop,81.93233344959889,,0.21985,12,3.87261962890625,0.00668571502030403,True
2024-12-19,2025-01-02,574.0,2025-01-03,579.06005859375,579.5617065429688,15,1,22.42,5.672940673828125,16.747059326171875,4.1121,12.634959326171876,unknown,0.5635575078577999,time_stop,77.81653296128358,,0.21395,14,0.50164794921875,0.0008663141962113642,True
2025-01-13,2025-01-23,581.0,2025-01-24,576.3399047851562,604.45361328125,11,1,13.695,23.922685546875,-10.227685546875001,4.068474999999999,-14.296160546875,unknown,-1.0438963524552758,time_stop,51.28124011388802,,0.16875,10,28.11370849609375,0.04877973616380731,False
